Date,Winner,Winner_Pts,Loser,Loser_Pts,Year
"Oct 15, 2015",Western Kentucky,55.0,North Texas,28.0,2015
"Oct 16, 2015",Brigham Young,38.0,Cincinnati,24.0,2015
"Oct 16, 2015",Fresno State,31.0,Nevada-Las Vegas,28.0,2015
"Oct 16, 2015",Houston,42.0,Tulane,7.0,2015
"Oct 16, 2015",Utah State,52.0,Boise State,26.0,2015
"Oct 17, 2015",Alabama,41.0,Texas A&M,23.0,2015
"Oct 17, 2015",Appalachian State,59.0,Louisiana-Monroe,14.0,2015
"Oct 17, 2015",Arizona,38.0,Colorado,31.0,2015
"Oct 17, 2015",Army,21.0,Bucknell,14.0,2015
"Oct 17, 2015",Baylor,62.0,West Virginia,38.0,2015
"Oct 17, 2015",Bowling Green,59.0,Akron,10.0,2015
"Oct 17, 2015",Central Michigan,51.0,Buffalo,14.0,2015
"Oct 17, 2015",Clemson,34.0,Boston College,17.0,2015
"Oct 17, 2015",Colorado State,38.0,Air Force,23.0,2015
"Oct 17, 2015",East Carolina,30.0,Tulsa,17.0,2015
"Oct 17, 2015",Florida State,41.0,Louisville,21.0,2015
"Oct 17, 2015",Georgia,9.0,Missouri,6.0,2015
"Oct 17, 2015",Georgia Southern,56.0,New Mexico State,26.0,2015
"Oct 17, 2015",Georgia State,31.0,Ball State,19.0,2015
"Oct 17, 2015",Idaho,19.0,Troy,16.0,2015
"Oct 17, 2015",Iowa,40.0,Northwestern,10.0,2015
"Oct 17, 2015",Kent State,15.0,Massachusetts,10.0,2015
"Oct 17, 2015",Louisiana State,35.0,Florida,28.0,2015
"Oct 17, 2015",Marshall,33.0,Florida Atlantic,17.0,2015
"Oct 17, 2015",Memphis,37.0,Mississippi,24.0,2015
"Oct 17, 2015",Miami (FL),30.0,Virginia Tech,20.0,2015
"Oct 17, 2015",Michigan State,27.0,Michigan,23.0,2015
"Oct 17, 2015",Middle Tennessee State,42.0,Florida International,34.0,2015
"Oct 17, 2015",Mississippi State,45.0,Louisiana Tech,20.0,2015
"Oct 17, 2015",Nebraska,48.0,Minnesota,25.0,2015
"Oct 17, 2015",New Mexico,28.0,Hawaii,27.0,2015
"Oct 17, 2015",North Carolina,50.0,Wake Forest,14.0,2015
"Oct 17, 2015",Northern Illinois,45.0,Miami (OH),12.0,2015
"Oct 17, 2015",Notre Dame,41.0,Southern California,31.0,2015
"Oct 17, 2015",Ohio State,38.0,Penn State,10.0,2015
"Oct 17, 2015",Oklahoma,55.0,Kansas State,0.0,2015
"Oct 17, 2015",Old Dominion,37.0,Charlotte,34.0,2015
"Oct 17, 2015",Oregon,26.0,Washington,20.0,2015
"Oct 17, 2015",Pittsburgh,31.0,Georgia Tech,28.0,2015
"Oct 17, 2015",Rutgers,55.0,Indiana,52.0,2015
"Oct 17, 2015",San Diego State,30.0,San Jose State,7.0,2015
"Oct 17, 2015",South Carolina,19.0,Vanderbilt,10.0,2015
"Oct 17, 2015",South Florida,28.0,Connecticut,20.0,2015
"Oct 17, 2015",Southern Mississippi,32.0,Texas-San Antonio,10.0,2015
"Oct 17, 2015",Temple,30.0,Central Florida,16.0,2015
"Oct 17, 2015",Texas Christian,45.0,Iowa State,21.0,2015
"Oct 17, 2015",Texas Tech,30.0,Kansas,20.0,2015
"Oct 17, 2015",Toledo,63.0,Eastern Michigan,20.0,2015
"Oct 17, 2015",Utah,34.0,Arizona State,18.0,2015
"Oct 17, 2015",Virginia,44.0,Syracuse,38.0,2015
"Oct 17, 2015",Washington State,52.0,Oregon State,31.0,2015
"Oct 17, 2015",Western Michigan,49.0,Ohio,14.0,2015
"Oct 17, 2015",Wisconsin,24.0,Purdue,7.0,2015
"Oct 17, 2015",Wyoming,28.0,Nevada,21.0,2015
"Oct 20, 2015",Arkansas State,37.0,Louisiana,27.0,2015
"Oct 22, 2015",Appalachian State,31.0,Georgia Southern,13.0,2015
"Oct 22, 2015",Temple,24.0,East Carolina,14.0,2015
"Oct 22, 2015",UCLA,40.0,California,24.0,2015
"Oct 23, 2015",Memphis,66.0,Tulsa,42.0,2015
"Oct 23, 2015",San Diego State,48.0,Utah State,14.0,2015
"Oct 24, 2015",Air Force,42.0,Fresno State,14.0,2015
"Oct 24, 2015",Alabama,19.0,Tennessee,14.0,2015
"Oct 24, 2015",Arkansas,54.0,Auburn,46.0,2015
"Oct 24, 2015",Baylor,45.0,Iowa State,27.0,2015
"Oct 24, 2015",Boise State,34.0,Wyoming,14.0,2015
"Oct 24, 2015",Bowling Green,48.0,Kent State,0.0,2015
"Oct 24, 2015",Brigham Young,70.0,Wagner,6.0,2015
"Oct 24, 2015",Buffalo,41.0,Ohio,17.0,2015
"Oct 24, 2015",Central Michigan,23.0,Ball State,21.0,2015
"Oct 24, 2015",Cincinnati,37.0,Connecticut,13.0,2015
"Oct 24, 2015",Clemson,58.0,Miami (FL),0.0,2015
"Oct 24, 2015",Colorado,17.0,Oregon State,13.0,2015
"Oct 24, 2015",Duke,45.0,Virginia Tech,43.0,2015
"Oct 24, 2015",Florida International,41.0,Old Dominion,12.0,2015
"Oct 24, 2015",Georgia Tech,22.0,Florida State,16.0,2015
"Oct 24, 2015",Houston,59.0,Central Florida,10.0,2015
"Oct 24, 2015",Idaho,27.0,Louisiana-Monroe,13.0,2015
"Oct 24, 2015",Louisiana State,48.0,Western Kentucky,20.0,2015
"Oct 24, 2015",Louisiana Tech,45.0,Middle Tennessee State,16.0,2015
"Oct 24, 2015",Louisville,17.0,Boston College,14.0,2015
"Oct 24, 2015",Marshall,30.0,North Texas,13.0,2015
"Oct 24, 2015",Michigan State,52.0,Indiana,26.0,2015
"Oct 24, 2015",Mississippi,23.0,Texas A&M,3.0,2015
"Oct 24, 2015",Mississippi State,42.0,Kentucky,16.0,2015
"Oct 24, 2015",Navy,31.0,Tulane,14.0,2015
"Oct 24, 2015",Nevada,30.0,Hawaii,20.0,2015
"Oct 24, 2015",North Carolina,26.0,Virginia,13.0,2015
"Oct 24, 2015",North Carolina State,35.0,Wake Forest,17.0,2015
"Oct 24, 2015",Northern Illinois,49.0,Eastern Michigan,21.0,2015
"Oct 24, 2015",Northwestern,30.0,Nebraska,28.0,2015
"Oct 24, 2015",Ohio State,49.0,Rutgers,7.0,2015
"Oct 24, 2015",Oklahoma,63.0,Texas Tech,27.0,2015
"Oct 24, 2015",Oklahoma State,58.0,Kansas,10.0,2015
"Oct 24, 2015",Penn State,31.0,Maryland,30.0,2015
"Oct 24, 2015",Pittsburgh,23.0,Syracuse,20.0,2015
"Oct 24, 2015",Rice,38.0,Army,31.0,2015
"Oct 24, 2015",San Jose State,31.0,New Mexico,21.0,2015
"Oct 24, 2015",South Florida,38.0,Southern Methodist,14.0,2015
"Oct 24, 2015",Southern California,42.0,Utah,24.0,2015
"Oct 24, 2015",Southern Mississippi,44.0,Charlotte,10.0,2015
"Oct 24, 2015",Stanford,31.0,Washington,14.0,2015
"Oct 24, 2015",Texas,23.0,Kansas State,9.0,2015
"Oct 24, 2015",Texas State,36.0,South Alabama,18.0,2015
"Oct 24, 2015",Texas-El Paso,27.0,Florida Atlantic,17.0,2015
"Oct 24, 2015",Toledo,51.0,Massachusetts,35.0,2015
"Oct 24, 2015",Troy,52.0,New Mexico State,7.0,2015
"Oct 24, 2015",Vanderbilt,10.0,Missouri,3.0,2015
"Oct 24, 2015",Washington State,45.0,Arizona,42.0,2015
"Oct 24, 2015",Western Michigan,35.0,Miami (OH),13.0,2015
"Oct 24, 2015",Wisconsin,24.0,Illinois,13.0,2015
"Oct 29, 2015",Buffalo,29.0,Miami (OH),24.0,2015
"Oct 29, 2015",Georgia Southern,37.0,Texas State,13.0,2015
"Oct 29, 2015",North Carolina,26.0,Pittsburgh,19.0,2015
"Oct 29, 2015",Oregon,61.0,Arizona State,55.0,2015
"Oct 29, 2015",Texas Christian,40.0,West Virginia,10.0,2015
"Oct 29, 2015",Western Michigan,58.0,Eastern Michigan,28.0,2015
"Oct 30, 2015",Connecticut,31.0,East Carolina,13.0,2015
"Oct 30, 2015",Louisiana Tech,42.0,Rice,17.0,2015
"Oct 30, 2015",Louisville,20.0,Wake Forest,19.0,2015
"Oct 30, 2015",Utah State,58.0,Wyoming,27.0,2015
"Oct 31, 2015",Air Force,58.0,Hawaii,7.0,2015
"Oct 31, 2015",Appalachian State,44.0,Troy,41.0,2015
"Oct 31, 2015",Arkansas,63.0,Tennessee-Martin,28.0,2015
"Oct 31, 2015",Arkansas State,48.0,Georgia State,34.0,2015
"Oct 31, 2015",Ball State,20.0,Massachusetts,10.0,2015
"Oct 31, 2015",Boise State,55.0,Nevada-Las Vegas,27.0,2015
"Oct 31, 2015",Central Michigan,14.0,Akron,6.0,2015
"Oct 31, 2015",Cincinnati,52.0,Central Florida,7.0,2015
"Oct 31, 2015",Clemson,56.0,North Carolina State,41.0,2015
"Oct 31, 2015",Florida,27.0,Georgia,3.0,2015
"Oct 31, 2015",Florida Atlantic,31.0,Florida International,17.0,2015
"Oct 31, 2015",Florida State,45.0,Syracuse,21.0,2015
"Oct 31, 2015",Houston,34.0,Vanderbilt,0.0,2015
"Oct 31, 2015",Iowa,31.0,Maryland,15.0,2015
"Oct 31, 2015",Iowa State,24.0,Texas,0.0,2015
"Oct 31, 2015",Louisiana,30.0,Louisiana-Monroe,24.0,2015
"Oct 31, 2015",Marshall,34.0,Charlotte,10.0,2015
"Oct 31, 2015",Memphis,41.0,Tulane,13.0,2015
"Oct 31, 2015",Miami (FL),30.0,Duke,27.0,2015
"Oct 31, 2015",Michigan,29.0,Minnesota,26.0,2015
"Oct 31, 2015",Mississippi,27.0,Auburn,19.0,2015
"Oct 31, 2015",Navy,29.0,South Florida,17.0,2015
"Oct 31, 2015",New Mexico State,55.0,Idaho,48.0,2015
"Oct 31, 2015",North Texas,30.0,Texas-San Antonio,23.0,2015
"Oct 31, 2015",Notre Dame,24.0,Temple,20.0,2015
"Oct 31, 2015",Oklahoma,62.0,Kansas,7.0,2015
"Oct 31, 2015",Oklahoma State,70.0,Texas Tech,53.0,2015
"Oct 31, 2015",Penn State,39.0,Illinois,0.0,2015
"Oct 31, 2015",Purdue,55.0,Nebraska,45.0,2015
"Oct 31, 2015",San Diego State,41.0,Colorado State,17.0,2015
"Oct 31, 2015",Southern California,27.0,California,21.0,2015
"Oct 31, 2015",Southern Mississippi,34.0,Texas-El Paso,13.0,2015
"Oct 31, 2015",Stanford,30.0,Washington State,28.0,2015
"Oct 31, 2015",Tennessee,52.0,Kentucky,21.0,2015
"Oct 31, 2015",Texas A&M,35.0,South Carolina,28.0,2015
"Oct 31, 2015",Tulsa,40.0,Southern Methodist,31.0,2015
"Oct 31, 2015",UCLA,35.0,Colorado,31.0,2015
"Oct 31, 2015",Utah,27.0,Oregon State,12.0,2015
"Oct 31, 2015",Virginia,27.0,Georgia Tech,21.0,2015
"Oct 31, 2015",Virginia Tech,26.0,Boston College,10.0,2015
"Oct 31, 2015",Washington,49.0,Arizona,3.0,2015
"Oct 31, 2015",Western Kentucky,55.0,Old Dominion,30.0,2015
"Oct 31, 2015",Wisconsin,48.0,Rutgers,10.0,2015
"Nov 3, 2015",Northern Illinois,32.0,Toledo,27.0,2015
"Nov 4, 2015",Bowling Green,62.0,Ohio,24.0,2015
"Nov 5, 2015",Arkansas State,40.0,Appalachian State,27.0,2015
"Nov 5, 2015",Baylor,31.0,Kansas State,24.0,2015
"Nov 5, 2015",Buffalo,18.0,Kent State,17.0,2015
"Nov 5, 2015",Mississippi State,31.0,Missouri,13.0,2015
"Nov 5, 2015",Nevada,30.0,Fresno State,16.0,2015
"Nov 5, 2015",Western Michigan,54.0,Ball State,7.0,2015
"Nov 6, 2015",Brigham Young,17.0,San Jose State,16.0,2015
"Nov 6, 2015",Temple,60.0,Southern Methodist,40.0,2015
"Nov 6, 2015",Texas-El Paso,24.0,Rice,21.0,2015
"Nov 7, 2015",Air Force,20.0,Army,3.0,2015
"Nov 7, 2015",Akron,17.0,Massachusetts,13.0,2015
"Nov 7, 2015",Alabama,30.0,Louisiana State,16.0,2015
"Nov 7, 2015",Arkansas,53.0,Mississippi,52.0,2015
"Nov 7, 2015",Auburn,26.0,Texas A&M,10.0,2015
"Nov 7, 2015",Clemson,23.0,Florida State,13.0,2015
"Nov 7, 2015",Colorado State,26.0,Wyoming,7.0,2015
"Nov 7, 2015",Connecticut,7.0,Tulane,3.0,2015
"Nov 7, 2015",Florida,9.0,Vanderbilt,7.0,2015
"Nov 7, 2015",Florida International,48.0,Charlotte,31.0,2015
"Nov 7, 2015",Georgia,27.0,Kentucky,3.0,2015
"Nov 7, 2015",Houston,33.0,Cincinnati,30.0,2015
"Nov 7, 2015",Illinois,48.0,Purdue,14.0,2015
"Nov 7, 2015",Iowa,35.0,Indiana,27.0,2015
"Nov 7, 2015",Louisiana,23.0,Georgia State,21.0,2015
"Nov 7, 2015",Louisiana Tech,56.0,North Texas,13.0,2015
"Nov 7, 2015",Louisville,41.0,Syracuse,17.0,2015
"Nov 7, 2015",Miami (FL),27.0,Virginia,21.0,2015
"Nov 7, 2015",Miami (OH),28.0,Eastern Michigan,13.0,2015
"Nov 7, 2015",Michigan,49.0,Rutgers,16.0,2015
"Nov 7, 2015",Middle Tennessee State,27.0,Marshall,24.0,2015
"Nov 7, 2015",Navy,45.0,Memphis,20.0,2015
"Nov 7, 2015",Nebraska,39.0,Michigan State,38.0,2015
"Nov 7, 2015",Nevada-Las Vegas,41.0,Hawaii,21.0,2015
"Nov 7, 2015",New Mexico,14.0,Utah State,13.0,2015
"Nov 7, 2015",New Mexico State,31.0,Texas State,21.0,2015
"Nov 7, 2015",North Carolina,66.0,Duke,31.0,2015
"Nov 7, 2015",North Carolina State,24.0,Boston College,8.0,2015
"Nov 7, 2015",Northwestern,23.0,Penn State,21.0,2015
"Nov 7, 2015",Notre Dame,42.0,Pittsburgh,30.0,2015
"Nov 7, 2015",Ohio State,28.0,Minnesota,14.0,2015
"Nov 7, 2015",Oklahoma,52.0,Iowa State,16.0,2015
"Nov 7, 2015",Oklahoma State,49.0,Texas Christian,29.0,2015
"Nov 7, 2015",Old Dominion,36.0,Texas-San Antonio,31.0,2015
"Nov 7, 2015",Oregon,44.0,California,28.0,2015
"Nov 7, 2015",South Alabama,52.0,Idaho,45.0,2015
"Nov 7, 2015",South Florida,22.0,East Carolina,17.0,2015
"Nov 7, 2015",Southern California,38.0,Arizona,30.0,2015
"Nov 7, 2015",Stanford,42.0,Colorado,10.0,2015
"Nov 7, 2015",Tennessee,27.0,South Carolina,24.0,2015
"Nov 7, 2015",Texas,59.0,Kansas,20.0,2015
"Nov 7, 2015",Troy,51.0,Louisiana-Monroe,14.0,2015
"Nov 7, 2015",Tulsa,45.0,Central Florida,30.0,2015
"Nov 7, 2015",UCLA,41.0,Oregon State,0.0,2015
"Nov 7, 2015",Utah,34.0,Washington,23.0,2015
"Nov 7, 2015",Washington State,38.0,Arizona State,24.0,2015
"Nov 7, 2015",West Virginia,31.0,Texas Tech,26.0,2015
"Nov 7, 2015",Western Kentucky,35.0,Florida Atlantic,19.0,2015
"Nov 7, 2015",Wisconsin,31.0,Maryland,24.0,2015
"Nov 10, 2015",Ohio,27.0,Kent State,0.0,2015
"Nov 10, 2015",Toledo,28.0,Central Michigan,23.0,2015
"Nov 11, 2015",Bowling Green,41.0,Western Michigan,27.0,2015
"Nov 11, 2015",Northern Illinois,41.0,Buffalo,30.0,2015
"Nov 12, 2015",South Alabama,32.0,Louisiana,25.0,2015
"Nov 12, 2015",Virginia Tech,23.0,Georgia Tech,21.0,2015
"Nov 13, 2015",Southern California,27.0,Colorado,24.0,2015
"Nov 14, 2015",Air Force,35.0,Utah State,28.0,2015
"Nov 14, 2015",Akron,37.0,Miami (OH),28.0,2015
"Nov 14, 2015",Alabama,31.0,Mississippi State,6.0,2015
"Nov 14, 2015",Appalachian State,47.0,Idaho,20.0,2015
"Nov 14, 2015",Arizona,37.0,Utah,30.0,2015
"Nov 14, 2015",Arizona State,27.0,Washington,17.0,2015
"Nov 14, 2015",Arkansas,31.0,Louisiana State,14.0,2015
"Nov 14, 2015",Arkansas State,59.0,Louisiana-Monroe,21.0,2015
"Nov 14, 2015",California,54.0,Oregon State,24.0,2015
"Nov 14, 2015",Cincinnati,49.0,Tulsa,38.0,2015
"Nov 14, 2015",Clemson,37.0,Syracuse,27.0,2015
"Nov 14, 2015",Colorado State,49.0,Nevada-Las Vegas,35.0,2015
"Nov 14, 2015",Florida,24.0,South Carolina,14.0,2015
"Nov 14, 2015",Florida State,34.0,North Carolina State,17.0,2015
"Nov 14, 2015",Fresno State,42.0,Hawaii,14.0,2015
"Nov 14, 2015",Georgia,20.0,Auburn,13.0,2015
"Nov 14, 2015",Georgia Southern,45.0,Troy,10.0,2015
"Nov 14, 2015",Georgia State,41.0,Texas State,19.0,2015
"Nov 14, 2015",Houston,35.0,Memphis,34.0,2015
"Nov 14, 2015",Iowa,40.0,Minnesota,35.0,2015
"Nov 14, 2015",Louisville,38.0,Virginia,31.0,2015
"Nov 14, 2015",Marshall,52.0,Florida International,0.0,2015
"Nov 14, 2015",Massachusetts,28.0,Eastern Michigan,17.0,2015
"Nov 14, 2015",Michigan,48.0,Indiana,41.0,2015
"Nov 14, 2015",Michigan State,24.0,Maryland,7.0,2015
"Nov 14, 2015",Middle Tennessee State,24.0,Florida Atlantic,17.0,2015
"Nov 14, 2015",Missouri,20.0,Brigham Young,16.0,2015
"Nov 14, 2015",Navy,55.0,Southern Methodist,14.0,2015
"Nov 14, 2015",Nebraska,31.0,Rutgers,14.0,2015
"Nov 14, 2015",Nevada,37.0,San Jose State,34.0,2015
"Nov 14, 2015",New Mexico,31.0,Boise State,24.0,2015
"Nov 14, 2015",North Carolina,59.0,Miami (FL),21.0,2015
"Nov 14, 2015",Northwestern,21.0,Purdue,14.0,2015
"Nov 14, 2015",Notre Dame,28.0,Wake Forest,7.0,2015
"Nov 14, 2015",Ohio State,28.0,Illinois,3.0,2015
"Nov 14, 2015",Oklahoma,44.0,Baylor,34.0,2015
"Nov 14, 2015",Oklahoma State,35.0,Iowa State,31.0,2015
"Nov 14, 2015",Old Dominion,31.0,Texas-El Paso,21.0,2015
"Nov 14, 2015",Oregon,38.0,Stanford,36.0,2015
"Nov 14, 2015",Pittsburgh,31.0,Duke,13.0,2015
"Nov 14, 2015",San Diego State,38.0,Wyoming,3.0,2015
"Nov 14, 2015",South Florida,44.0,Temple,23.0,2015
"Nov 14, 2015",Southern Mississippi,65.0,Rice,10.0,2015
"Nov 14, 2015",Tennessee,24.0,North Texas,0.0,2015
"Nov 14, 2015",Texas A&M,41.0,Western Carolina,17.0,2015
"Nov 14, 2015",Texas Christian,23.0,Kansas,17.0,2015
"Nov 14, 2015",Texas Tech,59.0,Kansas State,44.0,2015
"Nov 14, 2015",Texas-San Antonio,30.0,Charlotte,27.0,2015
"Nov 14, 2015",Tulane,34.0,Army,31.0,2015
"Nov 14, 2015",Vanderbilt,21.0,Kentucky,17.0,2015
"Nov 14, 2015",Washington State,31.0,UCLA,27.0,2015
"Nov 14, 2015",West Virginia,38.0,Texas,20.0,2015
"Nov 17, 2015",Ohio,48.0,Ball State,31.0,2015
"Nov 17, 2015",Toledo,44.0,Bowling Green,28.0,2015
"Nov 18, 2015",Central Michigan,27.0,Kent State,14.0,2015
"Nov 18, 2015",Northern Illinois,27.0,Western Michigan,19.0,2015
"Nov 19, 2015",East Carolina,44.0,Central Florida,7.0,2015
"Nov 19, 2015",Texas State,16.0,Louisiana-Monroe,3.0,2015
"Nov 20, 2015",Air Force,37.0,Boise State,30.0,2015
"Nov 20, 2015",South Florida,65.0,Cincinnati,27.0,2015
"Nov 21, 2015",Akron,42.0,Buffalo,21.0,2015
"Nov 21, 2015",Alabama,56.0,Charleston Southern,6.0,2015
"Nov 21, 2015",Arizona State,52.0,Arizona,37.0,2015
"Nov 21, 2015",Auburn,56.0,Idaho,34.0,2015
"Nov 21, 2015",Baylor,45.0,Oklahoma State,35.0,2015
"Nov 21, 2015",Brigham Young,52.0,Fresno State,10.0,2015
"Nov 21, 2015",Citadel,23.0,South Carolina,22.0,2015
"Nov 21, 2015",Clemson,33.0,Wake Forest,13.0,2015
"Nov 21, 2015",Colorado State,28.0,New Mexico,21.0,2015
"Nov 21, 2015",Connecticut,20.0,Houston,17.0,2015
"Nov 21, 2015",Florida,20.0,Florida Atlantic,14.0,2015
"Nov 21, 2015",Florida State,52.0,Chattanooga,13.0,2015
"Nov 21, 2015",Georgia,23.0,Georgia Southern,17.0,2015
"Nov 21, 2015",Georgia State,24.0,South Alabama,10.0,2015
"Nov 21, 2015",Indiana,47.0,Maryland,28.0,2015
"Nov 21, 2015",Iowa,40.0,Purdue,20.0,2015
"Nov 21, 2015",Kansas State,38.0,Iowa State,35.0,2015
"Nov 21, 2015",Kentucky,58.0,Charlotte,10.0,2015
"Nov 21, 2015",Louisiana Tech,17.0,Texas-El Paso,15.0,2015
"Nov 21, 2015",Miami (FL),38.0,Georgia Tech,21.0,2015
"Nov 21, 2015",Miami (OH),20.0,Massachusetts,13.0,2015
"Nov 21, 2015",Michigan,28.0,Penn State,16.0,2015
"Nov 21, 2015",Michigan State,17.0,Ohio State,14.0,2015
"Nov 21, 2015",Middle Tennessee State,41.0,North Texas,7.0,2015
"Nov 21, 2015",Minnesota,32.0,Illinois,23.0,2015
"Nov 21, 2015",Mississippi,38.0,Louisiana State,17.0,2015
"Nov 21, 2015",Mississippi State,51.0,Arkansas,50.0,2015
"Nov 21, 2015",Navy,44.0,Tulsa,21.0,2015
"Nov 21, 2015",New Mexico State,37.0,Louisiana,34.0,2015
"Nov 21, 2015",North Carolina,30.0,Virginia Tech,27.0,2015
"Nov 21, 2015",North Carolina State,42.0,Syracuse,29.0,2015
"Nov 21, 2015",Northwestern,13.0,Wisconsin,7.0,2015
"Nov 21, 2015",Notre Dame,19.0,Boston College,16.0,2015
"Nov 21, 2015",Oklahoma,30.0,Texas Christian,29.0,2015
"Nov 21, 2015",Oregon,48.0,Southern California,28.0,2015
"Nov 21, 2015",Pittsburgh,45.0,Louisville,34.0,2015
"Nov 21, 2015",Rutgers,31.0,Army,21.0,2015
"Nov 21, 2015",San Diego State,52.0,Nevada-Las Vegas,14.0,2015
"Nov 21, 2015",San Jose State,42.0,Hawaii,23.0,2015
"Nov 21, 2015",Southern Methodist,49.0,Tulane,21.0,2015
"Nov 21, 2015",Southern Mississippi,56.0,Old Dominion,31.0,2015
"Nov 21, 2015",Stanford,35.0,California,22.0,2015
"Nov 21, 2015",Temple,31.0,Memphis,12.0,2015
"Nov 21, 2015",Tennessee,19.0,Missouri,8.0,2015
"Nov 21, 2015",Texas A&M,25.0,Vanderbilt,0.0,2015
"Nov 21, 2015",Texas-San Antonio,34.0,Rice,24.0,2015
"Nov 21, 2015",UCLA,17.0,Utah,9.0,2015
"Nov 21, 2015",Utah State,31.0,Nevada,27.0,2015
"Nov 21, 2015",Virginia,42.0,Duke,34.0,2015
"Nov 21, 2015",Washington,52.0,Oregon State,7.0,2015
"Nov 21, 2015",Washington State,27.0,Colorado,3.0,2015
"Nov 21, 2015",West Virginia,49.0,Kansas,0.0,2015
"Nov 21, 2015",Western Kentucky,63.0,Florida International,7.0,2015
"Nov 24, 2015",Bowling Green,48.0,Ball State,10.0,2015
"Nov 24, 2015",Ohio,26.0,Northern Illinois,21.0,2015
"Nov 26, 2015",South Florida,44.0,Central Florida,3.0,2015
"Nov 26, 2015",Texas Tech,48.0,Texas,45.0,2015
"Nov 27, 2015",Akron,20.0,Kent State,0.0,2015
"Nov 27, 2015",Arkansas,28.0,Missouri,3.0,2015
"Nov 27, 2015",Boise State,40.0,San Jose State,23.0,2015
"Nov 27, 2015",Central Michigan,35.0,Eastern Michigan,28.0,2015
"Nov 27, 2015",Georgia State,31.0,Troy,21.0,2015
"Nov 27, 2015",Houston,52.0,Navy,31.0,2015
"Nov 27, 2015",Iowa,28.0,Nebraska,20.0,2015
"Nov 27, 2015",Massachusetts,31.0,Buffalo,26.0,2015
"Nov 27, 2015",Miami (FL),29.0,Pittsburgh,24.0,2015
"Nov 27, 2015",Oregon,52.0,Oregon State,42.0,2015
"Nov 27, 2015",Texas Christian,28.0,Baylor,21.0,2015
"Nov 27, 2015",Tulsa,45.0,Tulane,34.0,2015
"Nov 27, 2015",Washington,45.0,Washington State,10.0,2015
"Nov 27, 2015",Western Kentucky,49.0,Marshall,28.0,2015
"Nov 27, 2015",Western Michigan,35.0,Toledo,30.0,2015
"Nov 28, 2015",Alabama,29.0,Auburn,13.0,2015
"Nov 28, 2015",Appalachian State,28.0,Louisiana,7.0,2015
"Nov 28, 2015",Arkansas State,52.0,New Mexico State,28.0,2015
"Nov 28, 2015",Brigham Young,51.0,Utah State,28.0,2015
"Nov 28, 2015",California,48.0,Arizona State,46.0,2015
"Nov 28, 2015",Cincinnati,19.0,East Carolina,16.0,2015
"Nov 28, 2015",Clemson,37.0,South Carolina,32.0,2015
"Nov 28, 2015",Colorado State,34.0,Fresno State,31.0,2015
"Nov 28, 2015",Duke,27.0,Wake Forest,21.0,2015
"Nov 28, 2015",Florida Atlantic,33.0,Old Dominion,31.0,2015
"Nov 28, 2015",Florida State,27.0,Florida,2.0,2015
"Nov 28, 2015",Georgia,13.0,Georgia Tech,7.0,2015
"Nov 28, 2015",Georgia Southern,55.0,South Alabama,17.0,2015
"Nov 28, 2015",Hawaii,28.0,Louisiana-Monroe,26.0,2015
"Nov 28, 2015",Idaho,38.0,Texas State,31.0,2015
"Nov 28, 2015",Indiana,54.0,Purdue,36.0,2015
"Nov 28, 2015",Kansas State,45.0,Kansas,14.0,2015
"Nov 28, 2015",Louisiana State,19.0,Texas A&M,7.0,2015
"Nov 28, 2015",Louisville,38.0,Kentucky,24.0,2015
"Nov 28, 2015",Maryland,46.0,Rutgers,41.0,2015
"Nov 28, 2015",Memphis,63.0,Southern Methodist,0.0,2015
"Nov 28, 2015",Michigan State,55.0,Penn State,16.0,2015
"Nov 28, 2015",Middle Tennessee State,42.0,Texas-San Antonio,7.0,2015
"Nov 28, 2015",Mississippi,38.0,Mississippi State,27.0,2015
"Nov 28, 2015",New Mexico,47.0,Air Force,35.0,2015
"Nov 28, 2015",North Carolina,45.0,North Carolina State,34.0,2015
"Nov 28, 2015",Northwestern,24.0,Illinois,14.0,2015
"Nov 28, 2015",Ohio State,42.0,Michigan,13.0,2015
"Nov 28, 2015",Oklahoma,58.0,Oklahoma State,23.0,2015
"Nov 28, 2015",Rice,27.0,Charlotte,7.0,2015
"Nov 28, 2015",San Diego State,31.0,Nevada,14.0,2015
"Nov 28, 2015",Southern California,40.0,UCLA,21.0,2015
"Nov 28, 2015",Southern Mississippi,58.0,Louisiana Tech,24.0,2015
"Nov 28, 2015",Stanford,38.0,Notre Dame,36.0,2015
"Nov 28, 2015",Syracuse,20.0,Boston College,17.0,2015
"Nov 28, 2015",Temple,27.0,Connecticut,3.0,2015
"Nov 28, 2015",Tennessee,53.0,Vanderbilt,28.0,2015
"Nov 28, 2015",Texas-El Paso,20.0,North Texas,17.0,2015
"Nov 28, 2015",Utah,20.0,Colorado,14.0,2015
"Nov 28, 2015",Virginia Tech,23.0,Virginia,20.0,2015
"Nov 28, 2015",West Virginia,30.0,Iowa State,6.0,2015
"Nov 28, 2015",Wisconsin,31.0,Minnesota,21.0,2015
"Nov 28, 2015",Wyoming,35.0,Nevada-Las Vegas,28.0,2015
"Dec 4, 2015",Bowling Green,34.0,Northern Illinois,14.0,2015
"Dec 5, 2015",Alabama,29.0,Florida,15.0,2015
"Dec 5, 2015",Appalachian State,34.0,South Alabama,27.0,2015
"Dec 5, 2015",Arkansas State,55.0,Texas State,17.0,2015
"Dec 5, 2015",Clemson,45.0,North Carolina,37.0,2015
